Run name,Average_Reward,Step
50000_model_deep_value_autoeval_128_91,18.0909423828125,6004736
50000_model_deep_value_autoeval_128_91,18.880449295043945,6053888
50000_model_deep_value_autoeval_128_91,16.714984893798828,6103040
50000_model_deep_value_autoeval_128_91,15.360941886901855,6152192
50000_model_deep_value_autoeval_128_91,18.31372833251953,6201344
50000_model_deep_value_autoeval_128_91,19.107440948486328,6254592
50000_model_deep_value_autoeval_128_91,15.59774398803711,6303744
50000_model_deep_value_autoeval_128_91,15.324947357177734,6352896
50000_model_deep_value_autoeval_128_91,16.667312622070312,6402048
50000_model_deep_value_autoeval_128_91,19.07025718688965,6451200
50000_model_deep_value_autoeval_128_91,13.964569091796875,6504448
50000_model_deep_value_autoeval_128_91,14.234796524047852,6553600
50000_model_deep_value_autoeval_128_91,16.117082595825195,6602752
50000_model_deep_value_autoeval_128_91,19.591550827026367,6651904
50000_model_deep_value_autoeval_128_91,18.50333023071289,6701056
50000_model_deep_value_autoeval_128_91,16.08160400390625,6754304
50000_model_deep_value_autoeval_128_91,17.41611099243164,6803456
50000_model_deep_value_autoeval_128_91,18.207305908203125,6852608
50000_model_deep_value_autoeval_128_91,17.39082908630371,6901760
50000_model_deep_value_autoeval_128_91,15.249411582946776,6955008
50000_model_deep_value_autoeval_128_91,15.515948295593262,7004160
50000_model_deep_value_autoeval_128_91,16.311033248901367,7053312
50000_model_deep_value_autoeval_128_91,19.77880096435547,7102464
50000_model_deep_value_autoeval_128_91,14.157116889953613,7151616
50000_model_deep_value_autoeval_128_91,16.297290802001953,7204864
50000_model_deep_value_autoeval_128_91,15.494070053100586,7254016
50000_model_deep_value_autoeval_128_91,16.824020385742188,7303168
50000_model_deep_value_autoeval_128_91,16.553470611572266,7352320
50000_model_deep_value_autoeval_128_91,16.279277801513672,7401472
50000_model_deep_value_autoeval_128_91,19.47115707397461,7454720
50000_model_deep_value_autoeval_128_91,16.794525146484375,7503872
50000_model_deep_value_autoeval_128_91,16.790184020996097,7553024
50000_model_deep_value_autoeval_128_91,17.31473731994629,7602176
50000_model_deep_value_autoeval_128_91,15.712051391601562,7651328
50000_model_deep_value_autoeval_128_91,17.834260940551758,7704576
50000_model_deep_value_autoeval_128_91,19.423877716064453,7753728
50000_model_deep_value_autoeval_128_91,16.48410415649414,7802880
50000_model_deep_value_autoeval_128_91,19.665372848510746,7852032
50000_model_deep_value_autoeval_128_91,14.347134590148926,7901184
50000_model_deep_value_autoeval_128_91,17.79252815246582,7954432
50000_model_deep_value_autoeval_128_91,17.7880859375,8003584
50000_model_deep_value_autoeval_128_91,17.513961791992188,8052736
50000_model_deep_value_autoeval_128_91,16.70664405822754,8101888
50000_model_deep_value_autoeval_128_91,16.17652702331543,8151040
50000_model_deep_value_autoeval_128_91,18.0264892578125,8204288
50000_model_deep_value_autoeval_128_91,16.431953430175778,8253440
50000_model_deep_value_autoeval_128_91,15.10519790649414,8302592
50000_model_deep_value_autoeval_128_91,16.956596374511722,8351744
50000_model_deep_value_autoeval_128_91,15.362306594848633,8404992
50000_model_deep_value_autoeval_128_91,12.716617584228516,8454144
50000_model_deep_value_autoeval_128_91,17.75258445739746,8503296
50000_model_deep_value_autoeval_128_91,15.100412368774414,8552448
50000_model_deep_value_autoeval_128_91,18.800525665283203,8601600
50000_model_deep_value_autoeval_128_91,14.827592849731445,8654848
50000_model_deep_value_autoeval_128_91,14.825484275817873,8704000
50000_model_deep_value_autoeval_128_91,21.17074584960937,8753152
50000_model_deep_value_autoeval_128_91,15.607564926147461,8802304
50000_model_deep_value_autoeval_128_91,16.397363662719727,8851456
50000_model_deep_value_autoeval_128_91,16.922008514404293,8904704
50000_model_deep_value_autoeval_128_91,15.334343910217285,8953856
50000_model_deep_value_autoeval_128_91,14.80390739440918,9003008
50000_model_deep_value_autoeval_128_91,18.76491355895996,9052160
50000_model_deep_value_autoeval_128_91,15.853616714477539,9101312
50000_model_deep_value_autoeval_128_91,19.280193328857425,9154560
50000_model_deep_value_autoeval_128_91,13.99554443359375,9203712
50000_model_deep_value_autoeval_128_91,17.424776077270508,9252864
50000_model_deep_value_autoeval_128_91,18.73990631103516,9302016
50000_model_deep_value_autoeval_128_91,14.776775360107422,9351168
50000_model_deep_value_autoeval_128_91,17.412778854370114,9404416
50000_model_deep_value_autoeval_128_91,15.56473159790039,9453568
50000_model_deep_value_autoeval_128_91,13.455148696899414,9502720
50000_model_deep_value_autoeval_128_91,16.357158660888672,9551872
50000_model_deep_value_autoeval_128_91,15.826651573181152,9601024
50000_model_deep_value_autoeval_128_91,17.143068313598633,9654272
50000_model_deep_value_autoeval_128_91,16.612066268920902,9703424
50000_model_deep_value_autoeval_128_91,17.133317947387695,9752576
50000_model_deep_value_autoeval_128_91,16.340431213378903,9801728
50000_model_deep_value_autoeval_128_91,14.497159957885742,9854976
50000_model_deep_value_autoeval_128_91,20.023662567138672,9904128
50000_model_deep_value_autoeval_128_91,16.854717254638672,9953280
50000_model_deep_value_autoeval_128_91,16.850788116455078,10002432
