Run name,Average_Reward,Step
50000_model_deep_value_autoeval_128_91,0.3125,4096
50000_model_deep_value_autoeval_128_91,0.9375,53248
50000_model_deep_value_autoeval_128_91,1.25,102400
50000_model_deep_value_autoeval_128_91,8.125,151552
50000_model_deep_value_autoeval_128_91,12.5,204800
50000_model_deep_value_autoeval_128_91,9.6875,253952
50000_model_deep_value_autoeval_128_91,10.3125,303104
50000_model_deep_value_autoeval_128_91,10.3125,352256
50000_model_deep_value_autoeval_128_91,9.6875,401408
50000_model_deep_value_autoeval_128_91,12.5,454656
50000_model_deep_value_autoeval_128_91,14.375,503808
50000_model_deep_value_autoeval_128_91,10.9375,552960
50000_model_deep_value_autoeval_128_91,12.8125,602112
50000_model_deep_value_autoeval_128_91,12.1875,651264
50000_model_deep_value_autoeval_128_91,14.0625,704512
50000_model_deep_value_autoeval_128_91,16.875,753664
50000_model_deep_value_autoeval_128_91,14.6875,802816
50000_model_deep_value_autoeval_128_91,16.875,851968
50000_model_deep_value_autoeval_128_91,12.1875,901120
50000_model_deep_value_autoeval_128_91,13.125,954368
50000_model_deep_value_autoeval_128_91,17.1875,1003520
50000_model_deep_value_autoeval_128_91,17.8125,1052672
50000_model_deep_value_autoeval_128_91,18.4375,1101824
50000_model_deep_value_autoeval_128_91,19.0625,1155072
50000_model_deep_value_autoeval_128_91,18.4375,1204224
50000_model_deep_value_autoeval_128_91,14.375,1253376
50000_model_deep_value_autoeval_128_91,18.4375,1302528
50000_model_deep_value_autoeval_128_91,13.75,1351680
50000_model_deep_value_autoeval_128_91,15.625,1404928
50000_model_deep_value_autoeval_128_91,16.25,1454080
50000_model_deep_value_autoeval_128_91,18.43245887756348,1503232
50000_model_deep_value_autoeval_128_91,16.506196975708008,1552384
50000_model_deep_value_autoeval_128_91,17.664752960205078,1601536
50000_model_deep_value_autoeval_128_91,18.188064575195312,1654784
50000_model_deep_value_autoeval_128_91,17.17193603515625,1703936
50000_model_deep_value_autoeval_128_91,18.92387580871582,1753088
50000_model_deep_value_autoeval_128_91,17.004425048828125,1802240
50000_model_deep_value_autoeval_128_91,12.43187141418457,1851392
50000_model_deep_value_autoeval_128_91,16.05885887145996,1904640
50000_model_deep_value_autoeval_128_91,15.415294647216795,1953792
50000_model_deep_value_autoeval_128_91,18.981809616088867,2002944
50000_model_deep_value_autoeval_128_91,20.96405792236328,2052096
50000_model_deep_value_autoeval_128_91,15.206913948059082,2101248
50000_model_deep_value_autoeval_128_91,17.853134155273438,2154496
50000_model_deep_value_autoeval_128_91,17.505014419555664,2203648
50000_model_deep_value_autoeval_128_91,19.795825958251953,2252800
50000_model_deep_value_autoeval_128_91,17.06402587890625,2301952
50000_model_deep_value_autoeval_128_91,15.566549301147461,2351104
50000_model_deep_value_autoeval_128_91,17.582292556762695,2404352
50000_model_deep_value_autoeval_128_91,16.958093643188473,2453504
50000_model_deep_value_autoeval_128_91,18.07560920715332,2502656
50000_model_deep_value_autoeval_128_91,19.179780960083008,2551808
50000_model_deep_value_autoeval_128_91,16.235862731933597,2605056
50000_model_deep_value_autoeval_128_91,17.353364944458008,2654208
50000_model_deep_value_autoeval_128_91,19.334081649780273,2703360
50000_model_deep_value_autoeval_128_91,15.547529220581055,2752512
50000_model_deep_value_autoeval_128_91,17.251834869384766,2801664
50000_model_deep_value_autoeval_128_91,16.075614929199222,2854912
50000_model_deep_value_autoeval_128_91,18.04939842224121,2904064
50000_model_deep_value_autoeval_128_91,18.0067195892334,2953216
50000_model_deep_value_autoeval_128_91,18.53573226928711,3002368
50000_model_deep_value_autoeval_128_91,17.076128005981445,3051520
50000_model_deep_value_autoeval_128_91,17.334548950195312,3104768
50000_model_deep_value_autoeval_128_91,17.305479049682614,3153920
50000_model_deep_value_autoeval_128_91,15.86573886871338,3203072
50000_model_deep_value_autoeval_128_91,18.38372039794922,3252224
50000_model_deep_value_autoeval_128_91,18.90970230102539,3301376
50000_model_deep_value_autoeval_128_91,15.786441802978516,3354624
50000_model_deep_value_autoeval_128_91,19.12986183166504,3403776
50000_model_deep_value_autoeval_128_91,20.21065902709961,3452928
50000_model_deep_value_autoeval_128_91,16.52960205078125,3502080
50000_model_deep_value_autoeval_128_91,15.116003036499025,3551232
50000_model_deep_value_autoeval_128_91,16.787635803222653,3604480
50000_model_deep_value_autoeval_128_91,17.600679397583008,3653632
50000_model_deep_value_autoeval_128_91,17.578166961669922,3702784
50000_model_deep_value_autoeval_128_91,18.934511184692386,3751936
50000_model_deep_value_autoeval_128_91,18.62583923339844,3801088
50000_model_deep_value_autoeval_128_91,14.438386917114258,3854336
50000_model_deep_value_autoeval_128_91,17.483470916748047,3903488
50000_model_deep_value_autoeval_128_91,16.357040405273438,3952640
50000_model_deep_value_autoeval_128_91,17.178327560424805,4001792
50000_model_deep_value_autoeval_128_91,15.22741413116455,4055040
50000_model_deep_value_autoeval_128_91,18.533716201782227,4104192
50000_model_deep_value_autoeval_128_91,12.999004364013672,4153344
50000_model_deep_value_autoeval_128_91,19.06715202331543,4202496
50000_model_deep_value_autoeval_128_91,20.96015167236328,4251648
50000_model_deep_value_autoeval_128_91,17.615596771240234,4304896
50000_model_deep_value_autoeval_128_91,13.757479667663574,4354048
50000_model_deep_value_autoeval_128_91,18.425331115722656,4403200
50000_model_deep_value_autoeval_128_91,15.93917465209961,4452352
50000_model_deep_value_autoeval_128_91,17.84814453125,4501504
50000_model_deep_value_autoeval_128_91,17.55393409729004,4554752
50000_model_deep_value_autoeval_128_91,15.899618148803713,4603904
50000_model_deep_value_autoeval_128_91,16.438074111938473,4653056
50000_model_deep_value_autoeval_128_91,17.516555786132812,4702208
50000_model_deep_value_autoeval_128_91,13.957155227661133,4751360
50000_model_deep_value_autoeval_128_91,15.597367286682127,4804608
50000_model_deep_value_autoeval_128_91,17.496131896972653,4853760
50000_model_deep_value_autoeval_128_91,15.8537015914917,4902912
50000_model_deep_value_autoeval_128_91,18.02685546875,4952064
50000_model_deep_value_autoeval_128_91,15.829208374023438,5001216
50000_model_deep_value_autoeval_128_91,19.357370376586914,5054464
50000_model_deep_value_autoeval_128_91,14.980525970458984,5103616
50000_model_deep_value_autoeval_128_91,14.98878288269043,5152768
50000_model_deep_value_autoeval_128_91,16.61386489868164,5201920
50000_model_deep_value_autoeval_128_91,15.520030975341795,5251072
50000_model_deep_value_autoeval_128_91,17.145496368408207,5304320
50000_model_deep_value_autoeval_128_91,15.238107681274414,5353472
50000_model_deep_value_autoeval_128_91,18.75864601135254,5402624
50000_model_deep_value_autoeval_128_91,14.677096366882324,5451776
50000_model_deep_value_autoeval_128_91,16.033340454101562,5505024
50000_model_deep_value_autoeval_128_91,19.814899444580078,5554176
50000_model_deep_value_autoeval_128_91,17.894046783447266,5603328
50000_model_deep_value_autoeval_128_91,16.252336502075195,5652480
50000_model_deep_value_autoeval_128_91,15.713589668273926,5701632
50000_model_deep_value_autoeval_128_91,17.87158966064453,5754880
50000_model_deep_value_autoeval_128_91,17.313358306884766,5804032
50000_model_deep_value_autoeval_128_91,17.034151077270508,5853184
50000_model_deep_value_autoeval_128_91,16.486404418945312,5902336
50000_model_deep_value_autoeval_128_91,16.47700309753418,5951488
