Run name,Average_Reward,Step
50000_model_deep_value_autoeval_91,0.3125,8192
50000_model_deep_value_autoeval_91,1.25,57344
50000_model_deep_value_autoeval_91,2.8125,106496
50000_model_deep_value_autoeval_91,6.5625,155648
50000_model_deep_value_autoeval_91,9.6875,204800
50000_model_deep_value_autoeval_91,11.25,253952
50000_model_deep_value_autoeval_91,11.875,303104
50000_model_deep_value_autoeval_91,10.625,352256
50000_model_deep_value_autoeval_91,10.0,401408
50000_model_deep_value_autoeval_91,11.875,458752
50000_model_deep_value_autoeval_91,12.5,507904
50000_model_deep_value_autoeval_91,11.5625,557056
50000_model_deep_value_autoeval_91,13.125,606208
50000_model_deep_value_autoeval_91,11.875,655360
50000_model_deep_value_autoeval_91,11.5625,704512
50000_model_deep_value_autoeval_91,12.8125,753664
50000_model_deep_value_autoeval_91,14.6875,802816
50000_model_deep_value_autoeval_91,12.8125,851968
50000_model_deep_value_autoeval_91,14.6875,901120
50000_model_deep_value_autoeval_91,12.1875,958464
50000_model_deep_value_autoeval_91,12.5,1007616
50000_model_deep_value_autoeval_91,12.8125,1056768
50000_model_deep_value_autoeval_91,12.8125,1105920
50000_model_deep_value_autoeval_91,13.4375,1155072
50000_model_deep_value_autoeval_91,13.4375,1204224
50000_model_deep_value_autoeval_91,13.75,1253376
50000_model_deep_value_autoeval_91,14.0625,1302528
50000_model_deep_value_autoeval_91,12.5,1351680
50000_model_deep_value_autoeval_91,12.5,1409024
50000_model_deep_value_autoeval_91,11.5625,1458176
50000_model_deep_value_autoeval_91,15.0,1507328
50000_model_deep_value_autoeval_91,12.1875,1556480
50000_model_deep_value_autoeval_91,12.1875,1605632
50000_model_deep_value_autoeval_91,15.0,1654784
50000_model_deep_value_autoeval_91,13.4375,1703936
50000_model_deep_value_autoeval_91,14.0625,1753088
50000_model_deep_value_autoeval_91,14.0625,1802240
50000_model_deep_value_autoeval_91,15.0,1851392
50000_model_deep_value_autoeval_91,14.6875,1908736
50000_model_deep_value_autoeval_91,11.25,1957888
50000_model_deep_value_autoeval_91,10.9375,2007040
50000_model_deep_value_autoeval_91,14.6875,2056192
50000_model_deep_value_autoeval_91,12.8125,2105344
50000_model_deep_value_autoeval_91,14.0625,2154496
50000_model_deep_value_autoeval_91,13.75,2203648
50000_model_deep_value_autoeval_91,16.5625,2252800
50000_model_deep_value_autoeval_91,13.4375,2301952
50000_model_deep_value_autoeval_91,17.5,2351104
50000_model_deep_value_autoeval_91,15.3125,2408448
50000_model_deep_value_autoeval_91,13.125,2457600
50000_model_deep_value_autoeval_91,16.5625,2506752
50000_model_deep_value_autoeval_91,17.1875,2555904
50000_model_deep_value_autoeval_91,15.9375,2605056
50000_model_deep_value_autoeval_91,19.0625,2654208
50000_model_deep_value_autoeval_91,15.625,2703360
50000_model_deep_value_autoeval_91,15.3125,2752512
50000_model_deep_value_autoeval_91,14.0625,2801664
50000_model_deep_value_autoeval_91,15.625,2859008
50000_model_deep_value_autoeval_91,16.875,2908160
50000_model_deep_value_autoeval_91,17.498565673828125,2957312
50000_model_deep_value_autoeval_91,17.471879959106445,3006464
50000_model_deep_value_autoeval_91,20.206911087036133,3055616
50000_model_deep_value_autoeval_91,14.565862655639648,3104768
50000_model_deep_value_autoeval_91,18.5555362701416,3153920
50000_model_deep_value_autoeval_91,15.430364608764648,3203072
50000_model_deep_value_autoeval_91,16.019939422607422,3252224
50000_model_deep_value_autoeval_91,16.60797119140625,3301376
50000_model_deep_value_autoeval_91,18.4028263092041,3358720
50000_model_deep_value_autoeval_91,15.616693496704102,3407872
50000_model_deep_value_autoeval_91,19.860599517822266,3457024
50000_model_deep_value_autoeval_91,18.26658821105957,3506176
50000_model_deep_value_autoeval_91,18.827219009399414,3555328
50000_model_deep_value_autoeval_91,17.271844863891598,3604480
50000_model_deep_value_autoeval_91,18.134347915649414,3653632
